s1,s2,result
9.36753e+11,1.28757e+12,-3.50814e+11
1.19116e+12,1.02888e+12,1.62272e+11
1.4625e+12,8.46115e+11,6.16382e+11
1.74409e+12,7.54312e+11,9.89781e+11
2.02901e+12,7.61036e+11,1.26798e+12
2.02901e+12,7.61036e+11,1.26798e+12
2.02901e+12,7.61036e+11,1.26798e+12
2.02901e+12,7.61036e+11,1.26798e+12
2.02901e+12,7.61036e+11,1.26798e+12
1.98778e+12,6.69094e+11,1.31868e+12
2.0389e+12,5.57511e+11,1.48139e+12
2.18111e+12,4.35477e+11,1.74563e+12
2.41092e+12,3.13042e+11,2.09787e+12
2.72266e+12,2.00291e+11,2.52237e+12
2.72266e+12,1.94989e+11,2.52767e+12
2.72266e+12,1.90856e+11,2.5318e+12
2.72266e+12,1.88232e+11,2.53443e+12
2.72266e+12,1.87332e+11,2.53532e+12
2.72266e+12,1.88232e+11,2.53443e+12
2.72266e+12,1.90856e+11,2.5318e+12
2.72266e+12,1.94989e+11,2.52767e+12
2.72266e+12,2.00291e+11,2.52237e+12
2.72266e+12,2.06324e+11,2.51633e+12
2.72266e+12,2.12592e+11,2.51007e+12
2.72266e+12,2.18578e+11,2.50408e+12
2.5743e+12,3.35408e+11,2.2389e+12
2.52444e+12,4.60816e+11,2.06363e+12
2.52444e+12,4.60816e+11,2.06363e+12
2.52444e+12,4.60816e+11,2.06363e+12
2.52444e+12,4.60816e+11,2.06363e+12
2.52444e+12,4.60816e+11,2.06363e+12
2.52444e+12,4.60816e+11,2.06363e+12
2.52444e+12,4.60816e+11,2.06363e+12
2.52444e+12,4.60816e+11,2.06363e+12
2.52444e+12,4.60816e+11,2.06363e+12
2.52444e+12,4.60816e+11,2.06363e+12
2.52444e+12,4.60816e+11,2.06363e+12
2.12639e+12,6.43284e+11,1.48311e+12
1.7725e+12,8.70621e+11,9.01881e+11
1.47149e+12,1.1241e+12,3.47386e+11
1.23076e+12,1.38285e+12,-1.52088e+11
1.05626e+12,1.62556e+12,-5.69304e+11
9.52261e+11,1.83223e+12,-8.79974e+11
9.21339e+11,1.98586e+12,-1.06452e+12
9.64252e+11,2.07377e+12,-1.10952e+12
1.07994e+12,2.08874e+12,-1.00879e+12
1.07994e+12,2.08874e+12,-1.00879e+12
1.07994e+12,2.08874e+12,-1.00879e+12
1.07994e+12,2.08874e+12,-1.00879e+12
8.49837e+11,2.43022e+12,-1.58039e+12
6.38832e+11,2.73567e+12,-2.09683e+12
4.52125e+11,2.97991e+12,-2.52778e+12
2.94312e+11,3.14284e+12,-2.84853e+12
1.69279e+11,3.21103e+12,-3.04175e+12
8.01049e+10,3.17888e+12,-3.09877e+12
2.8986e+10,3.04902e+12,-3.02003e+12
1.71807e+10,2.83215e+12,-2.81497e+12
4.49795e+10,2.54614e+12,-2.50116e+12
4.49795e+10,2.18894e+12,-2.14396e+12
4.49795e+10,1.9331e+12,-1.88812e+12
4.49795e+10,1.79968e+12,-1.7547e+12
4.49795e+10,1.79968e+12,-1.7547e+12
4.49795e+10,1.9331e+12,-1.88812e+12
4.49795e+10,2.18894e+12,-2.14396e+12
4.49795e+10,2.54614e+12,-2.50116e+12
1.71807e+10,2.83215e+12,-2.81497e+12
2.8986e+10,3.04902e+12,-3.02003e+12
8.01049e+10,3.17888e+12,-3.09877e+12
1.69279e+11,3.21103e+12,-3.04175e+12
2.94312e+11,3.14284e+12,-2.84853e+12
2.94312e+11,3.14284e+12,-2.84853e+12
2.94312e+11,3.14284e+12,-2.84853e+12
2.94312e+11,3.14284e+12,-2.84853e+12
2.94312e+11,3.14284e+12,-2.84853e+12
2.94312e+11,3.14284e+12,-2.84853e+12
2.94312e+11,3.14284e+12,-2.84853e+12
2.94312e+11,3.14284e+12,-2.84853e+12
2.66513e+11,3.01408e+12,-2.74756e+12
2.94312e+11,2.79896e+12,-2.50465e+12
2.94312e+11,2.38937e+12,-2.09506e+12
2.94312e+11,2.05902e+12,-1.76471e+12
2.94312e+11,1.83512e+12,-1.54081e+12
2.94312e+11,1.7361e+12,-1.44179e+12
2.94312e+11,1.77012e+12,-1.47581e+12
2.94312e+11,1.93438e+12,-1.64007e+12
2.94312e+11,2.21535e+12,-1.92104e+12
1.69279e+11,2.54687e+12,-2.37759e+12
8.01049e+10,2.83275e+12,-2.75264e+12
2.8986e+10,3.04943e+12,-3.02044e+12
1.71807e+10,3.17907e+12,-3.16189e+12
4.49795e+10,3.21099e+12,-3.16601e+12
4.49795e+10,3.21099e+12,-3.16601e+12
4.49795e+10,3.21099e+12,-3.16601e+12
4.49795e+10,3.21099e+12,-3.16601e+12
4.49795e+10,3.21099e+12,-3.16601e+12
4.49795e+10,3.21099e+12,-3.16601e+12
4.49795e+10,3.21099e+12,-3.16601e+12
4.49795e+10,3.21099e+12,-3.16601e+12
1.71807e+10,3.17907e+12,-3.16189e+12
2.8986e+10,3.04943e+12,-3.02044e+12
8.01049e+10,2.83275e+12,-2.75264e+12
8.01049e+10,2.42069e+12,-2.34058e+12
8.01049e+10,2.08826e+12,-2.00815e+12
8.01049e+10,1.86283e+12,-1.78272e+12
8.01049e+10,1.76297e+12,-1.68287e+12
8.01049e+10,1.79691e+12,-1.7168e+12
8.01049e+10,1.96185e+12,-1.88174e+12
8.01049e+10,2.2442e+12,-2.1641e+12
8.01049e+10,2.62072e+12,-2.54061e+12
8.01049e+10,3.06038e+12,-2.98028e+12
6.82996e+10,3.22321e+12,-3.15491e+12
1.01474e+11,3.28948e+12,-3.18801e+12
1.01474e+11,3.28948e+12,-3.18801e+12
1.01474e+11,3.28948e+12,-3.18801e+12
1.01474e+11,3.28948e+12,-3.18801e+12
1.01474e+11,3.28948e+12,-3.18801e+12
1.01474e+11,3.28948e+12,-3.18801e+12
1.01474e+11,3.28948e+12,-3.18801e+12
1.01474e+11,3.28948e+12,-3.18801e+12
3.97366e+10,3.29097e+12,-3.25124e+12
1.71807e+10,3.19109e+12,-3.17391e+12
3.43613e+10,2.99807e+12,-2.9637e+12
9.08555e+10,2.72779e+12,-2.63693e+12
1.85272e+11,2.40253e+12,-2.21726e+12
1.85272e+11,2.09017e+12,-1.9049e+12
1.85272e+11,1.89184e+12,-1.70657e+12
1.85272e+11,1.82388e+12,-1.63861e+12
1.85272e+11,1.89189e+12,-1.70662e+12
1.85272e+11,2.09026e+12,-1.90498e+12
1.85272e+11,2.40265e+12,-2.21738e+12
1.85272e+11,2.80334e+12,-2.61807e+12
1.52098e+11,3.04866e+12,-2.89656e+12
1.69279e+11,3.21103e+12,-3.04175e+12
1.69279e+11,3.21103e+12,-3.04175e+12
1.69279e+11,3.21103e+12,-3.04175e+12
1.69279e+11,3.21103e+12,-3.04175e+12
1.69279e+11,3.21103e+12,-3.04175e+12
1.69279e+11,3.21103e+12,-3.04175e+12
1.69279e+11,3.21103e+12,-3.04175e+12
1.69279e+11,3.21103e+12,-3.04175e+12
1.69279e+11,3.21103e+12,-3.04175e+12
8.01049e+10,3.17888e+12,-3.09877e+12
2.8986e+10,3.04902e+12,-3.02003e+12
1.71807e+10,2.83215e+12,-2.81497e+12
4.49795e+10,2.54614e+12,-2.50116e+12
4.49795e+10,2.18894e+12,-2.14396e+12
4.49795e+10,1.9331e+12,-1.88812e+12
4.49795e+10,1.79968e+12,-1.7547e+12
4.49795e+10,1.79968e+12,-1.7547e+12
4.49795e+10,1.9331e+12,-1.88812e+12
4.49795e+10,2.18894e+12,-2.14396e+12
4.49795e+10,2.54614e+12,-2.50116e+12
1.71807e+10,2.83215e+12,-2.81497e+12
2.8986e+10,3.04902e+12,-3.02003e+12
8.01049e+10,3.17888e+12,-3.09877e+12
1.69279e+11,3.21103e+12,-3.04175e+12
2.94312e+11,3.14284e+12,-2.84853e+12
2.94312e+11,3.14284e+12,-2.84853e+12
2.94312e+11,3.14284e+12,-2.84853e+12
2.94312e+11,3.14284e+12,-2.84853e+12
2.94312e+11,3.14284e+12,-2.84853e+12
2.94312e+11,3.14284e+12,-2.84853e+12
2.94312e+11,3.14284e+12,-2.84853e+12
2.94312e+11,3.14284e+12,-2.84853e+12
2.66513e+11,3.01408e+12,-2.74756e+12
2.94312e+11,2.79896e+12,-2.50465e+12
2.94312e+11,2.38937e+12,-2.09506e+12
2.94312e+11,2.05902e+12,-1.76471e+12
2.94312e+11,1.83512e+12,-1.54081e+12
2.94312e+11,1.7361e+12,-1.44179e+12
2.94312e+11,1.77012e+12,-1.47581e+12
2.94312e+11,1.93438e+12,-1.64007e+12
2.94312e+11,2.21535e+12,-1.92104e+12
1.69279e+11,2.54687e+12,-2.37759e+12
8.01049e+10,2.83275e+12,-2.75264e+12
2.8986e+10,3.04943e+12,-3.02044e+12
1.71807e+10,3.17907e+12,-3.16189e+12
4.49795e+10,3.21099e+12,-3.16601e+12
4.49795e+10,3.21099e+12,-3.16601e+12
4.49795e+10,3.21099e+12,-3.16601e+12
4.49795e+10,3.21099e+12,-3.16601e+12
4.49795e+10,3.21099e+12,-3.16601e+12
4.49795e+10,3.21099e+12,-3.16601e+12
4.49795e+10,3.21099e+12,-3.16601e+12
4.49795e+10,3.21099e+12,-3.16601e+12
1.71807e+10,3.17907e+12,-3.16189e+12
2.8986e+10,3.04943e+12,-3.02044e+12
8.01049e+10,2.83275e+12,-2.75264e+12
1.69279e+11,2.54687e+12,-2.37759e+12
2.94312e+11,2.21535e+12,-1.92104e+12
4.52125e+11,1.86548e+12,-1.41335e+12
6.38832e+11,1.52608e+12,-8.87246e+11
8.49837e+11,1.2251e+12,-3.75264e+11
8.49837e+11,1.23479e+12,-3.84957e+11
8.49837e+11,1.36012e+12,-5.10286e+11
8.49837e+11,1.59077e+12,-7.40931e+11
8.49837e+11,1.90773e+12,-1.05789e+12
7.61945e+11,2.13853e+12,-1.37659e+12
7.43328e+11,2.31045e+12,-1.56713e+12
7.94447e+11,2.40933e+12,-1.61488e+12
9.14043e+11,2.42702e+12,-1.51298e+12
1.09917e+12,2.36207e+12,-1.2629e+12
1.34527e+12,2.21983e+12,-8.74556e+11
1.64628e+12,2.012e+12,-3.65719e+11
1.9948e+12,1.75572e+12,2.39081e+11
2.38223e+12,1.47208e+12,9.10155e+11
2.38223e+12,1.41553e+12,9.66705e+11
2.38223e+12,1.30708e+12,1.07515e+12
2.38223e+12,1.15568e+12,1.22655e+12
2.38223e+12,9.73789e+11,1.40844e+12
2.38223e+12,7.76386e+11,1.60585e+12
2.38223e+12,5.7973e+11,1.8025e+12
2.38223e+12,4.00019e+11,1.98221e+12
2.38223e+12,2.52053e+11,2.13018e+12
2.38223e+12,1.4802e+11,2.23421e+12
2.38223e+12,9.64876e+10,2.28574e+12
2.46271e+12,3.79292e+10,2.42478e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.52444e+12,4.95424e+10,2.4749e+12
2.52444e+12,7.0459e+10,2.45399e+12
2.52444e+12,1.40706e+11,2.38374e+12
2.52444e+12,2.54498e+11,2.26995e+12
2.52444e+12,4.02464e+11,2.12198e+12
2.52444e+12,5.72416e+11,1.95203e+12
2.52444e+12,7.50357e+11,1.77409e+12
2.52444e+12,9.21632e+11,1.60281e+12
2.52444e+12,1.07213e+12,1.45231e+12
2.52444e+12,1.18947e+12,1.33497e+12
2.52444e+12,1.26397e+12,1.26047e+12
2.52444e+12,1.28951e+12,1.23494e+12
2.52444e+12,1.26397e+12,1.26047e+12
2.52444e+12,1.18947e+12,1.33497e+12
2.52444e+12,1.07213e+12,1.45231e+12
2.52444e+12,9.21632e+11,1.60281e+12
2.52444e+12,7.50357e+11,1.77409e+12
2.52444e+12,5.72416e+11,1.95203e+12
2.52444e+12,4.02464e+11,2.12198e+12
2.52444e+12,2.54498e+11,2.26995e+12
2.52444e+12,1.40706e+11,2.38374e+12
2.52444e+12,7.0459e+10,2.45399e+12
2.52444e+12,4.95424e+10,2.4749e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.40573e+12,2.6578e+10,2.37915e+12
2.26352e+12,7.35232e+10,2.18999e+12
2.21572e+12,1.60899e+11,2.05482e+12
2.21572e+12,2.46218e+11,1.9695e+12
2.21572e+12,3.84424e+11,1.8313e+12
2.21572e+12,5.64135e+11,1.65158e+12
2.21572e+12,7.7055e+11,1.44517e+12
2.21572e+12,9.86668e+11,1.22905e+12
2.21572e+12,1.19469e+12,1.02103e+12
2.21572e+12,1.37748e+12,8.38237e+11
2.21572e+12,1.51999e+12,6.95728e+11
2.21572e+12,1.61048e+12,6.05241e+11
1.84389e+12,1.92244e+12,-7.85517e+10
1.50599e+12,2.2114e+12,-7.05413e+11
1.21035e+12,2.45358e+12,-1.24322e+12
9.64252e+11,2.62901e+12,-1.66476e+12
7.7375e+11,2.72326e+12,-1.94951e+12
6.43536e+11,2.72856e+12,-2.08503e+12
5.76818e+11,2.64448e+12,-2.06766e+12
5.75237e+11,2.47793e+12,-1.9027e+12
6.38832e+11,2.24265e+12,-1.60381e+12
6.38832e+11,1.89151e+12,-1.25268e+12
6.38832e+11,1.62708e+12,-9.88247e+11
6.38832e+11,1.47113e+12,-8.32301e+11
6.38832e+11,1.43652e+12,-7.97684e+11
6.38832e+11,1.52608e+12,-8.87246e+11
4.52125e+11,1.86548e+12,-1.41335e+12
2.94312e+11,2.21535e+12,-1.92104e+12
1.69279e+11,2.54687e+12,-2.37759e+12
8.01049e+10,2.83275e+12,-2.75264e+12
2.8986e+10,3.04943e+12,-3.02044e+12
1.71807e+10,3.17907e+12,-3.16189e+12
4.49795e+10,3.21099e+12,-3.16601e+12
4.49795e+10,3.21099e+12,-3.16601e+12
4.49795e+10,3.21099e+12,-3.16601e+12
4.49795e+10,3.21099e+12,-3.16601e+12
4.49795e+10,3.21099e+12,-3.16601e+12
4.49795e+10,3.21099e+12,-3.16601e+12
4.49795e+10,3.21099e+12,-3.16601e+12
4.49795e+10,3.21099e+12,-3.16601e+12
1.71807e+10,3.17907e+12,-3.16189e+12
2.8986e+10,3.04943e+12,-3.02044e+12
8.01049e+10,2.83275e+12,-2.75264e+12
8.01049e+10,2.42069e+12,-2.34058e+12
8.01049e+10,2.08826e+12,-2.00815e+12
8.01049e+10,1.86283e+12,-1.78272e+12
8.01049e+10,1.76297e+12,-1.68287e+12
8.01049e+10,1.79691e+12,-1.7168e+12
8.01049e+10,1.96185e+12,-1.88174e+12
8.01049e+10,2.2442e+12,-2.1641e+12
8.01049e+10,2.62072e+12,-2.54061e+12
8.01049e+10,3.06038e+12,-2.98028e+12
6.82996e+10,3.22321e+12,-3.15491e+12
1.01474e+11,3.28948e+12,-3.18801e+12
1.01474e+11,3.28948e+12,-3.18801e+12
1.01474e+11,3.28948e+12,-3.18801e+12
1.01474e+11,3.28948e+12,-3.18801e+12
1.01474e+11,3.28948e+12,-3.18801e+12
1.01474e+11,3.28948e+12,-3.18801e+12
1.01474e+11,3.28948e+12,-3.18801e+12
1.01474e+11,3.28948e+12,-3.18801e+12
3.97366e+10,3.29097e+12,-3.25124e+12
1.71807e+10,3.19109e+12,-3.17391e+12
3.43613e+10,2.99807e+12,-2.9637e+12
9.08555e+10,2.72779e+12,-2.63693e+12
1.85272e+11,2.40253e+12,-2.21726e+12
1.85272e+11,2.09017e+12,-1.9049e+12
1.85272e+11,1.89184e+12,-1.70657e+12
1.85272e+11,1.82388e+12,-1.63861e+12
1.85272e+11,1.89189e+12,-1.70662e+12
1.85272e+11,2.09026e+12,-1.90498e+12
1.85272e+11,2.40265e+12,-2.21738e+12
1.85272e+11,2.80334e+12,-2.61807e+12
1.52098e+11,3.04866e+12,-2.89656e+12
1.69279e+11,3.21103e+12,-3.04175e+12
2.36391e+11,3.27708e+12,-3.04069e+12
3.51783e+11,3.24137e+12,-2.88959e+12
5.12612e+11,3.10684e+12,-2.59423e+12
7.1492e+11,2.88457e+12,-2.16965e+12
9.53724e+11,2.59287e+12,-1.63915e+12
9.53724e+11,2.59287e+12,-1.63915e+12
9.53724e+11,2.59287e+12,-1.63915e+12
9.53724e+11,2.59287e+12,-1.63915e+12
7.66039e+11,2.70812e+12,-1.94208e+12
6.38832e+11,2.73567e+12,-2.09683e+12
5.75237e+11,2.67324e+12,-2.098e+12
5.76818e+11,2.52599e+12,-1.94917e+12
6.43536e+11,2.30603e+12,-1.66249e+12
7.7375e+11,2.03149e+12,-1.25774e+12
9.64252e+11,1.72497e+12,-7.60723e+11
1.21035e+12,1.41173e+12,-2.01378e+11
1.50599e+12,1.11756e+12,3.88434e+11
1.84389e+12,8.66679e+11,9.77207e+11
2.21572e+12,6.79762e+11,1.53596e+12
2.21572e+12,6.79762e+11,1.53596e+12
2.21572e+12,6.79762e+11,1.53596e+12
2.21572e+12,6.79762e+11,1.53596e+12
1.93618e+12,8.51762e+11,1.08441e+12
1.73387e+12,1.0075e+12,7.26371e+11
1.61378e+12,1.13414e+12,4.79636e+11
1.57886e+12,1.22127e+12,3.57596e+11
1.62998e+12,1.2617e+12,3.68287e+11
1.76588e+12,1.2521e+12,5.13779e+11
1.9832e+12,1.19326e+12,7.89937e+11
2.2766e+12,1.09004e+12,1.18656e+12
2.63886e+12,9.50928e+11,1.68793e+12
2.63886e+12,1.03432e+12,1.60453e+12
2.63886e+12,1.07781e+12,1.56105e+12
2.63886e+12,1.07781e+12,1.56105e+12
2.63886e+12,1.03432e+12,1.60453e+12
2.63886e+12,9.50928e+11,1.68793e+12
2.63886e+12,8.34492e+11,1.80437e+12
2.63886e+12,6.94608e+11,1.94425e+12
2.63886e+12,5.42795e+11,2.09606e+12
2.63886e+12,3.91558e+11,2.2473e+12
2.63886e+12,2.53352e+11,2.38551e+12
2.63886e+12,1.39559e+11,2.4993e+12
2.58942e+12,9.76975e+10,2.49172e+12
2.64054e+12,6.90221e+10,2.57152e+12
2.79096e+12,5.5895e+10,2.73506e+12
2.79096e+12,5.5895e+10,2.73506e+12
2.79096e+12,5.5895e+10,2.73506e+12
2.79096e+12,5.5895e+10,2.73506e+12
2.79096e+12,5.5895e+10,2.73506e+12
2.79096e+12,5.5895e+10,2.73506e+12
2.79096e+12,5.5895e+10,2.73506e+12
2.79096e+12,5.5895e+10,2.73506e+12
2.37154e+12,1.30641e+11,2.24089e+12
1.9968e+12,2.42486e+11,1.75432e+12
1.67599e+12,3.82218e+11,1.29377e+12
1.41699e+12,5.38328e+11,8.78658e+11
1.22618e+12,6.9796e+11,5.28219e+11
1.10826e+12,8.47965e+11,2.60297e+11
1.06614e+12,9.7599e+11,9.01508e+10
1.10085e+12,1.07149e+12,2.93613e+10
1.21154e+12,1.1266e+12,8.49394e+10
1.39548e+12,1.13678e+12,2.58698e+11
1.39548e+12,1.36528e+12,3.01968e+10
1.39548e+12,1.56607e+12,-1.70592e+11
1.12655e+12,1.91013e+12,-7.83579e+11
8.7655e+11,2.26578e+12,-1.38923e+12
6.51624e+11,2.60373e+12,-1.9521e+12
4.57315e+11,2.89613e+12,-2.43882e+12
2.98406e+11,3.11892e+12,-2.82052e+12
1.78811e+11,3.25374e+12,-3.07493e+12
1.01474e+11,3.28948e+12,-3.18801e+12
6.82996e+10,3.22321e+12,-3.15491e+12
8.01049e+10,3.06038e+12,-2.98028e+12
8.01049e+10,2.62072e+12,-2.54061e+12
8.01049e+10,2.2442e+12,-2.1641e+12
8.01049e+10,1.96185e+12,-1.88174e+12
8.01049e+10,1.79691e+12,-1.7168e+12
8.01049e+10,1.76297e+12,-1.68287e+12
8.01049e+10,1.86283e+12,-1.78272e+12
8.01049e+10,2.08826e+12,-2.00815e+12
8.01049e+10,2.42069e+12,-2.34058e+12
8.01049e+10,2.83275e+12,-2.75264e+12
2.8986e+10,3.04943e+12,-3.02044e+12
1.71807e+10,3.17907e+12,-3.16189e+12
4.49795e+10,3.21099e+12,-3.16601e+12
1.11698e+11,3.14256e+12,-3.03087e+12
2.15694e+11,2.97943e+12,-2.76373e+12
3.54405e+11,2.73502e+12,-2.38061e+12
5.24418e+11,2.42946e+12,-1.90504e+12
7.21545e+11,2.08792e+12,-1.36638e+12
9.40932e+11,1.73854e+12,-7.97603e+11
1.17718e+12,1.41007e+12,-2.32896e+11
9.64252e+11,1.49719e+12,-5.32938e+11
8.14251e+11,1.52822e+12,-7.13971e+11
7.30867e+11,1.50061e+12,-7.69744e+11
7.16154e+11,1.41663e+12,-7.00479e+11
7.70475e+11,1.2832e+12,-5.1273e+11
8.92492e+11,1.11131e+12,-2.18822e+11
1.0792e+12,9.15118e+11,1.64081e+11
1.326e+12,7.10777e+11,6.15224e+11
1.62682e+12,5.15119e+11,1.1117e+12
1.97425e+12,3.44259e+11,1.62999e+12
2.35973e+12,2.12269e+11,2.14746e+12
2.77378e+12,1.3002e+11,2.64376e+12
2.77378e+12,1.3002e+11,2.64376e+12
2.77378e+12,1.3002e+11,2.64376e+12
2.77378e+12,1.3002e+11,2.64376e+12
2.77378e+12,1.3002e+11,2.64376e+12
2.77378e+12,1.3002e+11,2.64376e+12
2.59274e+12,1.54618e+11,2.43813e+12
2.50895e+12,1.85091e+11,2.32385e+12
2.52444e+12,2.18932e+11,2.30551e+12
2.63886e+12,2.53352e+11,2.38551e+12
2.63886e+12,3.91558e+11,2.2473e+12
2.63886e+12,5.42795e+11,2.09606e+12
2.63886e+12,6.94608e+11,1.94425e+12
2.63886e+12,8.34492e+11,1.80437e+12
2.63886e+12,9.50928e+11,1.68793e+12
2.63886e+12,1.03432e+12,1.60453e+12
2.63886e+12,1.07781e+12,1.56105e+12
2.63886e+12,1.07781e+12,1.56105e+12
2.63886e+12,1.03432e+12,1.60453e+12
2.63886e+12,9.50928e+11,1.68793e+12
2.63886e+12,8.34492e+11,1.80437e+12
2.31152e+12,9.29695e+11,1.38182e+12
2.06152e+12,9.90327e+11,1.07119e+12
1.895e+12,1.0114e+12,8.83609e+11
1.81609e+12,9.91164e+11,8.24923e+11
1.82671e+12,9.313e+11,8.95405e+11
1.9266e+12,8.36734e+11,1.08986e+12
2.11331e+12,7.15253e+11,1.39805e+12
2.38223e+12,5.76864e+11,1.80537e+12
2.38223e+12,5.76864e+11,1.80537e+12
2.38223e+12,5.76864e+11,1.80537e+12
2.38223e+12,5.76864e+11,1.80537e+12
2.38223e+12,5.76864e+11,1.80537e+12
1.9948e+12,7.66476e+11,1.22832e+12
1.64628e+12,1.01021e+12,6.36073e+11
1.34527e+12,1.28799e+12,5.72813e+10
1.09917e+12,1.57693e+12,-4.77766e+11
9.14043e+11,1.85325e+12,-9.3921e+11
7.94447e+11,2.09418e+12,-1.29974e+12
7.43328e+11,2.27988e+12,-1.53655e+12
7.61945e+11,2.39506e+12,-1.63311e+12
8.49837e+11,2.43022e+12,-1.58039e+12
1.00484e+12,2.38248e+12,-1.37764e+12
1.22314e+12,2.25576e+12,-1.03262e+12
1.22314e+12,2.25576e+12,-1.03262e+12
1.22314e+12,2.25576e+12,-1.03262e+12
9.53724e+11,2.59287e+12,-1.63915e+12
7.1492e+11,2.88457e+12,-2.16965e+12
5.12612e+11,3.10684e+12,-2.59423e+12
3.51783e+11,3.24137e+12,-2.88959e+12
2.36391e+11,3.27708e+12,-3.04069e+12
1.69279e+11,3.21103e+12,-3.04175e+12
1.52098e+11,3.04866e+12,-2.89656e+12
1.85272e+11,2.80334e+12,-2.61807e+12
1.85272e+11,2.40265e+12,-2.21738e+12
1.85272e+11,2.09026e+12,-1.90498e+12
1.85272e+11,1.89189e+12,-1.70662e+12
1.85272e+11,1.82388e+12,-1.63861e+12
1.85272e+11,1.89184e+12,-1.70657e+12
1.85272e+11,2.09017e+12,-1.9049e+12
1.85272e+11,2.40253e+12,-2.21726e+12
9.08555e+10,2.72779e+12,-2.63693e+12
3.43613e+10,2.99807e+12,-2.9637e+12
1.71807e+10,3.19109e+12,-3.17391e+12
3.97366e+10,3.29097e+12,-3.25124e+12
1.01474e+11,3.28948e+12,-3.18801e+12
2.00872e+11,3.18675e+12,-2.98587e+12
3.35484e+11,2.99122e+12,-2.65574e+12
5.01994e+11,2.71901e+12,-2.21701e+12
6.96304e+11,2.39253e+12,-1.69623e+12
9.13628e+11,2.03868e+12,-1.12505e+12
1.14861e+12,1.6866e+12,-5.37985e+11
1.39548e+12,1.36528e+12,3.01968e+10
1.39548e+12,1.13678e+12,2.58698e+11
1.39548e+12,8.99385e+11,4.96093e+11
1.25085e+12,8.36254e+11,4.14599e+11
1.18346e+12,7.42552e+11,4.4091e+11
1.19497e+12,6.25998e+11,5.6897e+11
1.28509e+12,4.96189e+11,7.88896e+11
1.4516e+12,3.63818e+11,1.08778e+12
1.6904e+12,2.39787e+11,1.45061e+12
1.99562e+12,1.34311e+11,1.86131e+12
2.35973e+12,5.60764e+10,2.30365e+12
2.77378e+12,1.15274e+10,2.76225e+12
2.77378e+12,1.15274e+10,2.76225e+12
2.77378e+12,1.15274e+10,2.76225e+12
2.77378e+12,1.15274e+10,2.76225e+12
2.77378e+12,1.15274e+10,2.76225e+12
2.77378e+12,1.15274e+10,2.76225e+12
2.77378e+12,1.15274e+10,2.76225e+12
2.77378e+12,1.15274e+10,2.76225e+12
2.77378e+12,1.15274e+10,2.76225e+12
2.65604e+12,2.28562e+10,2.63318e+12
2.63886e+12,5.95531e+10,2.57931e+12
2.63886e+12,1.39559e+11,2.4993e+12
2.63886e+12,2.53352e+11,2.38551e+12
2.63886e+12,3.91558e+11,2.2473e+12
2.63886e+12,5.42795e+11,2.09606e+12
2.63886e+12,6.94608e+11,1.94425e+12
2.63886e+12,8.34492e+11,1.80437e+12
2.63886e+12,9.50928e+11,1.68793e+12
2.63886e+12,1.03432e+12,1.60453e+12
2.63886e+12,1.07781e+12,1.56105e+12
2.63886e+12,1.07781e+12,1.56105e+12
2.63886e+12,1.03432e+12,1.60453e+12
2.63886e+12,9.50928e+11,1.68793e+12
2.63886e+12,8.34492e+11,1.80437e+12
2.63886e+12,6.94608e+11,1.94425e+12
2.63886e+12,5.42795e+11,2.09606e+12
2.63886e+12,3.91558e+11,2.2473e+12
2.63886e+12,2.53352e+11,2.38551e+12
2.63886e+12,1.39559e+11,2.4993e+12
2.63886e+12,5.95531e+10,2.57931e+12
2.63886e+12,1.9922e+10,2.61894e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
2.63886e+12,2.39303e+10,2.61493e+12
